objectid, x                 , y                 , y_lat      , x_lon       , id    , portfolio_manager_id, property_name                                                        , street_address                          , postal_code, num_of_buildings, year_built, primary_prop_type_epa_calc, total_floor_area_bld_pk_ft2, electric_use_kbtu , natural_gas_use_kbtu, fuel_oil_02_use_kbtu, steam_use_kbtu, energy_star_score, site_eui_kbtuft2, source_eui_kbtuft2, weather_norm_site_eui_kbtuft2, weather_norm_source_eui_kbtuf, total_ghg_emissions_mtco2e, water_use_all_kgal, water_score          , estar_certified, compliance_type     , benchmarking_status , data_year, philadelphia_building_id                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , longitude        , latitude        , calculated_total_energy, estimated_sqft         , ghg_per_sqft          , water_per_sqft        , eui    , eui_score            , ghg_score            , composite_score     , Grade
    1144, 2683917.24756922  , 234058.83069082   , 39.9474685 , -75.19801855, 166210,              4830337, Medical Exam Building                                                , 321 University Ave                      , 19104      ,                1,       1970, Office                    ,          84942.7741935484  ,   3085373.0       ,      337820.8       ,                  0.0,            0.0,                  ,             40.3,              105.8,                              ,                              ,                     288.7 ,             242.8 , 0.9064748201438849   , No             , Required Compliance , Complied            ,      2024, 783532000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1980203318007, 39.9474765679261,     3423193.8          ,     84942.7741935484   , 0.0033987587848517365 , 0.00285839498774507   ,    40.3, 0.8165467625899281   , 0.762589928057554    , 0.8183453237410072  , A
    1173, 2699648.03270863  , 250288.30052839   , 39.99073956, -75.14022685, 216063,              4069483, Admin - Rivera Building                                              , 2603 N 5TH ST                           , 19133      ,                1,       1980, Office                    ,          60432.05405405405 ,   1650529.8       ,     2374245.0       ,                  0.0,            0.0,              74.0,             66.6,              117.7,                          75.1,                         123.6,                     257.6 ,            1026.5 , 0.2230215827338129   , No             , Required Compliance , Complied            ,      2024, 785547740                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1402286197925, 39.9907476380545,     4024774.8          ,     60432.05405405405  , 0.004262638495947649  , 0.01698601869600257   ,    66.6, 0.40287769784172667  , 0.5755395683453237   , 0.418705035971223   , C
    1258, 2692955.09825988  , 233214.65947889   , 39.94443077, -75.1658858 , 157968,              4830334, Health Administration Building                                       , 500 S Broad St                          , 19146      ,                1,       1959, Office                    ,          77689.25386313467 ,   1897217.3       ,     1622105.9       ,                  0.0,            0.0,                  ,             45.3,               90.3,                          49.0,                          94.1,                     252.7 ,              15.7 , 0.9856115107913669   , No             , Required Compliance , Complied            ,      2024, 782026200                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1658875689275, 39.9444388303248,     3519323.2          ,     77689.25386313467  , 0.003252702110451236  , 0.00020208715130227308,    45.3, 0.7302158273381295   , 0.7841726618705036   , 0.7974820143884892  , B
    1265, 2693251.23513481  , 236548.12262823   , 39.95355383, -75.16448207, 166336,              4931293, Municipal Services Building (MSB)                                    , 1401 JFK Blvd                           , 19102      ,                1,       1968, Office                    ,         490804.35450346424 ,  30395831.0       ,    12107826.1       ,                  0.0,            0.0,              61.0,             86.6,              199.2,                          90.7,                         203.5,                    3310.8 ,            4383.0 , 0.5971223021582734   , No             , Required Compliance , Complied            ,      2024, 782003200                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1644838400894, 39.9535618978204,    42503657.1          ,    490804.35450346424  , 0.0067456614221556    , 0.008930238617043614  ,    86.6, 0.2158273381294964   , 0.2086330935251799   , 0.2899280575539569  , C
    1290, 2718961.03542113  , 279432.64053357   , 40.06912019, -75.0681743 , 166263,              4923071, Gloria Dei Estates                                                   , 1304 Rhawn                              ,            ,                1,       1998, Multifamily Housing       ,         122688.10760667904 ,   4722511.4       ,     1890377.6       ,                  0.0,            0.0,              60.0,             53.9,              123.9,                          56.0,                         128.6,                     476.6 ,            4959.7 , 0.43855932203389836  , No             , Required Compliance , Complied            ,      2024, 778788965                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.0681760494106, 40.0691282841851,     6612889.0          ,    122688.10760667904  , 0.0038846470884359315 , 0.04042527101241227   ,    53.9, 0.4067796610169492   , 0.4533898305084746   , 0.42711864406779665 , C
    1308, 2694927.61104713  , 244398.67090347   , 39.97496042, -75.15768323, 165389,             10890604, Leon H. Sullivan Human Services Center                               , 1415 N. Broad St.                       , 19122      ,                1,       1978, Office                    ,          59996.73813420622 ,   2859147.1       ,      806653.6       ,                  0.0,            0.0,              64.0,             61.1,              147.5,                          64.5,                         150.3,                     293.8 ,            2006.0 , 0.03597122302158273  , No             , Required Compliance , Complied            ,      2024, 777692500                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1576849975996, 39.9749684892727,     3665800.7          ,     59996.73813420622  , 0.004896932885631235  , 0.03343515101625683   ,    61.1, 0.460431654676259    , 0.4388489208633094   , 0.3690647482014389  , C
    1319, 2696951.61323272  , 245713.53638397   , 39.97840502, -75.15032649, 154065,              4979781, 380 - University Village-Temple                                      , 1701 North Tenth Street                 ,            ,                3,       2004, Multifamily Housing       ,         245246.69191919192 ,   6794118.1       ,     2917650.9       ,                  0.0,            0.0,              74.0,             39.6,               90.0,                          42.8,                          93.4,                     696.1 ,            5558.7 , 0.760593220338983    , No             , Required Compliance , Complied            ,      2024, 777567005                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.150328255543 , 39.9784130950374,     9711769.0          ,    245246.69191919192  , 0.002838366522103234  , 0.022665749154453733  ,    39.6, 0.6557203389830508   , 0.7457627118644068   , 0.7037076271186441  , B
    1332, 2696891.06610972  , 244151.53229015   , 39.97412388, -75.15070647, 222041,              6045161, 900 W Jefferson Street                                               , 900 W Jefferson Street                  , 19122      ,                1,       1962, Office                    ,          56786.1508152174  ,   3704613.0       ,      474847.7       ,                  0.0,            0.0,              21.0,             73.6,              191.5,                          75.7,                         193.6,                     350.4 ,             778.3 , 0.3453237410071942   , No             , Required Compliance , Complied            ,      2024, 777502500                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1507082355594, 39.9741319486308,     4179460.7          ,     56786.1508152174   , 0.006170518603034117  , 0.013705806588874011  ,    73.6, 0.3165467625899281   , 0.26618705035971224  , 0.30719424460431655 , C
    1336, 2710226.92559281  , 249207.65242723   , 39.98691011, -75.10260442,  97283,              5015778, Nativity BVM Place                                                   , 3255 Belgrade Street                    ,            ,                1,       1916, Multifamily Housing       ,          29999.48459086079 ,   2030820.4       ,      792131.1       ,                  0.0,            0.0,               5.0,             94.1,              217.3,                          94.6,                         217.8,                     220.3 ,            1585.7 , 0.30508474576271183  , No             , Required Compliance , Complied            ,      2024, 777075000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1026061719313, 39.9869181827971,     2822951.5          ,     29999.48459086079  , 0.007343459496204592  , 0.052857574775903866  ,    94.1, 0.07838983050847459  , 0.15889830508474578  , 0.14788135593220342 , D
    1352, 2684776.67268763  , 228453.63881722   , 39.93201978, -75.19553278,  97071,             20839104, Pratt Building: Pratt Building                                       , 3001 Moore Street                       , 19145      ,                1,       2005, Multifamily Housing       ,          78029.56846473028 ,   1925408.7       ,     1835616.5       ,                  0.0,            0.0,              42.0,             48.2,               93.8,                          49.9,                          95.5,                     250.9 ,             565.5 , 0.9555084745762712   , No             , Required Compliance , Complied            ,      2024, 886760955                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1955345550028, 39.9320278359943,     3761025.2          ,     78029.56846473028  , 0.003215447745471102  , 0.0072472526905695825 ,    48.2, 0.5222457627118644   , 0.6377118644067796   , 0.6435381355932204  , B
    1366, 2699417.24970564  , 266879.72731923003, 40.03628385, -75.1392999 ,  97533,             58882492, Community House/Elkins Residence (M): 5501 North 11th Street         , 5501 North 11th Street                  , 19141      ,                1,       1970, Multifamily Housing       ,          73764.69431643625 ,   2664979.8       ,     2137101.8       ,                  0.0,            0.0,              25.0,             65.1,              131.7,                          70.3,                         136.6,                     325.8 ,             199.4 , 0.978813559322034    , No             , Required Compliance , Complied            ,      2024, 776012000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1393016728031, 40.0362919374167,     4802081.6          ,     73764.69431643625  , 0.004416747104005896  , 0.002703190216509441  ,    65.1, 0.260593220338983    , 0.34957627118644063  , 0.4309322033898305  , C
    1376, 2684215.89395355  , 237190.0038904    , 39.95603668, -75.19663098,  97072,              3687885, National Board of Medical Examiners                                  , 3750 Market Street                      , 19104      ,                1,       1980, Office                    ,         164906.34453781514 ,   9967584.9       ,     3769113.6       ,                  0.0,            0.0,              59.0,             83.3,              193.1,                          86.6,                         196.6,                     994.1 ,            2096.0 , 0.38129496402877694  , No             , Required Compliance , Complied            ,      2024, 774688600                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1966327664071, 39.9560447489089,    13736698.5          ,    164906.34453781514  , 0.006028270184426046  , 0.012710244750585447  ,    83.3, 0.237410071942446    , 0.27338129496402874  , 0.276978417266187   , C
    1380, 2685107.31507097  , 237136.99776281   , 39.95582045, -75.19345802, 178655,              3652506, Monell Center                                                        , 3508 Market Street                      , 19104      ,                1,       1970, Office                    ,          61601.93452380952 ,   6928589.1       ,        4932.4       ,                  0.0,      4450516.0,                  ,            184.8,              402.0,                         187.1,                         401.7,                     847.6 ,             480.5 , 0.6762589928057554   , No             , Required Compliance , Complied            ,      2024, 774688100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1934598033424, 39.9558285147368,    11384037.5          ,     61601.93452380952  , 0.013759308154070997  , 0.007800079716884278  ,   184.8, 0.021582733812949617 , 0.05035971223021585  , 0.16115107913669063 , D
    1383, 2690669.7147073   , 260973.25061515   , 40.02078233, -75.17114249,  97655,             23353975, Fernhill Park Holdings LLC - 5001-23 Erringer Place                  , 5001-23 Erringer Place                  , 19144      ,                1,       1960, Multifamily Housing       ,          59486.697732997476,    279483.7       ,     2082138.2       ,                  0.0,            0.0,             100.0,             39.7,               49.9,                          39.6,                          49.9,                     135.1 ,            4576.1 , 0.18008474576271183  , No             , Required Compliance , Complied            ,      2024, 881065000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1711442665324, 40.020790406085 ,     2361621.9          ,     59486.697732997476 , 0.0022710959785730307 , 0.07692644195076274   ,    39.7, 0.6514830508474576   , 0.8580508474576272   , 0.6191737288135593  , B
    1384, 2692552.15516813  , 268424.42895423   , 40.04107685, -75.16364512, 178624,              5201806, Church Lane Apartments                                               , 601-607 East Church Lane                , 19144      ,                3,       1963, Multifamily Housing       ,          61912.07228915662 ,    126247.4       ,      387622.8       ,                  0.0,            0.0,             100.0,              8.3,               12.3,                           8.4,                          12.3,                      31.7 ,            2399.8 , 0.461864406779661    , No             , Required Compliance , Complied            ,      2024, 881058000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.163646893401 , 40.0410849304616,      513870.19999999995,     61912.07228915662  , 0.0005120164586309929 , 0.03876142263162955   ,     8.3, 0.9661016949152542   , 0.9745762711864406   , 0.8677966101694915  , A
    1385, 2689760.8710525497, 237386.35585989   , 39.95613372, -75.17683962,  96149,              5027356, Westminster Arch Apartments                                          , 2213-25 Arch Street                     , 19103      ,                1,       1890, Multifamily Housing       ,          73571.45321637427 ,   1704821.5       ,      811322.2       ,                  0.0,            0.0,              96.0,             34.2,               76.4,                          36.0,                          80.8,                     178.9 ,            1851.7 , 0.711864406779661    , No             , Required Compliance , Complied            ,      2024, 881036500                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1768413936719, 39.9561417818735,     2516143.7          ,     73571.45321637427  , 0.002431649670883265  , 0.0251687294330606    ,    34.2, 0.7786016949152542   , 0.836864406779661    , 0.7827330508474576  , B
    1386, 2688896.47579972  , 262156.18066397   , 40.02417019, -75.17734809,  96551,             60201792, KING GODFREY L P                                                     , 503-19 King St.                         , 19144      ,                5,       1926, Multifamily Housing       ,          65234.79824561404 ,   2240943.5       ,     1477440.0       ,                  0.0,            0.0,              53.0,             57.0,              119.9,                          58.1,                         123.3,                     275.2 ,            3341.5 , 0.3220338983050848   , No             , Required Compliance , Complied            ,      2024, 881061200                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.177349869035 , 40.0241782658676,     3718383.5          ,     65234.79824561404  , 0.004218607359891737  , 0.05122266167542966   ,    57.0, 0.3453389830508474   , 0.385593220338983    , 0.3527542372881356  , C
    1387, 2691096.2565051303, 235889.13280448   , 39.95191851, -75.17223409,  96093,              4449983, William Penn House                                                   , 1919 Chestnut Street                    , 19103      ,                1,       1965, Multifamily Housing       ,         664830.289544236   ,  16650140.5       ,           0.0       ,                  0.0,      8148029.3,              91.0,             37.3,               84.8,                          38.6,                          87.4,                    1867.2 ,           15192.1 , 0.7542372881355932   , No             , Required Compliance , Complied            ,      2024, 881023000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1722358632453, 39.9519265714539,    24798169.8          ,    664830.289544236    , 0.0028085362977069376 , 0.022851094841684644  ,    37.3, 0.7023305084745763   , 0.75                 , 0.7270127118644067  , B
    1388, 2692579.20203005  , 234237.8227869    , 39.94726846, -75.16711913, 178674,              4959850, The Touraine Apartments                                              , 1520-1528 Spruce Street                 , 19102      ,                1,       1917, Multifamily Housing       ,         232440.07889908258 ,   5158023.7       ,     7509960.6       ,                  0.0,            0.0,              51.0,             54.5,               96.1,                          58.6,                         100.7,                     851.6 ,            3489.9 , 0.9067796610169492   , No             , Required Compliance , Complied            ,      2024, 881018506                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1671209067432, 39.947276524066 ,    12667984.3          ,    232440.07889908258  , 0.003663739936905353  , 0.015014192115789091  ,    54.5, 0.388771186440678    , 0.5190677966101696   , 0.5314618644067797  , B
    1389, 2694536.98584414  , 235740.12654081   , 39.95123332, -75.15998235, 178731,              6722685, THE GIRARD                                                           , 1199 Ludlow St                          , 19107      ,                1,       2018, Multifamily Housing       ,         169157.95566112432 ,   3901805.6       ,    17462844.2       ,                  0.0,            0.0,              21.0,            126.3,              172.9,                         127.9,                         174.6,                    1238.3 ,           12087.4 , 0.19703389830508478  , No             , Required Compliance , Complied            ,      2024, 881012002                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1599841215679, 39.9512413882076,    21364649.8          ,    169157.95566112432  , 0.007320376952773641  , 0.07145629038113228   ,   126.3, 0.029661016949152574 , 0.1610169491525424   , 0.10254237288135595 , D
    1390, 2693279.65797822  , 235033.22637981   , 39.94939475, -75.1645389 ,  96088,              5017442, 1411 Walnut St.                                                      , 1411-19 WALNUT ST                       , 19102      ,                1,       1942, Multifamily Housing       ,          89109.0           ,   3649902.0       ,      898365.6       ,                  0.0,            0.0,              76.0,             38.3,               93.9,                          39.5,                          97.4,                     338.43,            1201.4 , 0.9173728813559322   , No             , Required Compliance , Complied            ,      2024, 881012220                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1645406759805, 39.9494028145649,     4548267.6          ,    118753.72323759791  , 0.003797932868733798  , 0.013482364295413484  ,    38.3, 0.6822033898305084   , 0.47669491525423724  , 0.6675847457627119  , B
    1391, 2699239.90163514  , 236820.37930156   , 39.95381766, -75.14310146,  96351,              5921821, Bridge on Race -CO (bg75)                                            , 205 Race Street                         , 19106      ,                1,       2017, Multifamily Housing       ,         148988.67588932806 ,   5662691.7       ,     1876135.3       ,                  0.0,            0.0,              50.0,             50.6,              119.6,                          51.7,                         121.2,                     550.7 ,            3015.3 , 0.8156779661016949   , No             , Required Compliance , Complied            ,      2024, 881007100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1431032261098, 39.9538257255158,     7538827.0          ,    148988.67588932806  , 0.003696254072417367  , 0.020238450888977823  ,    50.6, 0.47881355932203384  , 0.5084745762711864   , 0.5550847457627118  , B
    1392, 2695344.22307481  , 234698.72573648   , 39.94831076, -75.15721336,  96454,              4968782, Barringer Building                                                   , 950 Walnut Street                       , 19114      ,                0,       1976, Multifamily Housing       ,         158257.76612903224 ,   4766594.7       ,           0.0       ,                  0.0,      3082990.5,              34.0,             49.6,              107.7,                          50.6,                         108.6,                     623.0 ,            6375.1 , 0.44067796610169496  , No             , Required Compliance , Complied            ,      2024, 881008240                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1572151284512, 39.9483188263699,     7849585.2          ,    158257.76612903224  , 0.003936615657092302  , 0.04028301520951706   ,    49.6, 0.4872881355932204   , 0.44491525423728817  , 0.4652542372881356  , C
    1393, 2698663.66295822  , 243676.62182264   , 39.97267738, -75.14443454, 178685,             11217443, Umbrella Building                                                    , 1401-25 N 5th St                        , 19122      ,                1,       1950, Multifamily Housing       ,         193036.3409090909  ,   6624179.2       ,      170700.0       ,                  0.0,            0.0,              76.0,             35.2,               97.0,                          37.3,                         102.8,                     590.4 ,            5081.5 , 0.6864406779661016   , No             , Required Compliance , Complied            ,      2024, 881006775                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1444363021127, 39.972685451986 ,     6794879.2          ,    193036.3409090909   , 0.0030584914592742133 , 0.02632405885891246   ,    35.2, 0.760593220338983    , 0.6779661016949152   , 0.7209745762711863  , B
