y_lat,x_lon,portfolio_manager_id,property_name,street_address,postal_code,num_of_buildings,year_built,primary_prop_type_epa_calc,total_floor_area_bld_pk_ft2,electric_use_kbtu,natural_gas_use_kbtu,fuel_oil_02_use_kbtu,steam_use_kbtu,energy_star_score,site_eui_kbtuft2,weather_norm_site_eui_kbtuft2,weather_norm_source_eui_kbtuf,total_ghg_emissions_mtco2e,water_use_all_kgal,water_score,estar_certified,compliance_type,benchmarking_status,data_year,crime_count_5mi,crime_score_5mi_weighted
39.95579667,-75.17688281,4993952,2200 Arch Street,2200 Arch St,,1,1996,Multifamily Housing,,9965547.8,2076471.4,,,71.0,37.1,38.8,94.4,904.1,6440.0,96.0,No,Required Compliance,Complied,2024,292,103.9
39.95149257,-75.16493876,6451263,The Residence's At The Ritz Carlton Philadelphia,1414 South Penn Square,19102,1,2008,Multifamily Housing,1314,18413612.8,296354.7,,,57.0,36.3,36.0,99.8,1631.8,138.5,100.0,No,Required Compliance,Complied,2024,426,156.7
39.95436034,-75.1753644,5023467,Murano Condominium ASN,2101 Market St.,19103,1,2008,Multifamily Housing,1470,15769469.7,,,15573907.8,57.0,52.4,54.3,107.1,2418.1,8738.6,92.0,No,Required Compliance,Complied,2024,335,119.2
39.94860494,-75.16589777,11683037,(PA2649) - The Aria Condo (1425 Locust Street),1425 Locust Street,19102,1,1900,Multifamily Housing,"1,481",7464886.8,138407.4,,2222063.2,5.0,68.2,69.6,166.3,749.5,5979.7,20.0,No,Voluntary Compliance,Voluntarily Complied,2024,531,189.2
39.94786209,-75.1596375,21642096,Western Union Building,1101 Locust Street,19107,1,2007,Multifamily Housing,4963,7634779.7,2020327.1,,,28.0,52.2,53.8,128.7,777.4,5419.6,58.0,No,Required Compliance,Complied,2024,417,153.8
39.96283522,-75.17212701,4694204,(PA2141 - 2244) - City View North & South (2001 Hamilton Street),2001 Hamilton Street,19130,2,1990,Multifamily Housing,674,17299546.2,8175373.2,,,65.0,50.9,53.8,119.0,1952.5,16036.2,74.0,No,Required Compliance,Complied,2024,169,66.0
39.94512209,-75.16526673,4184551,Symphony House,440 South Broad St.,19146,1,2005,Multifamily Housing,66000,13377075.2,591118.6,,10423693.3,86.0,38.0,39.4,80.6,1789.01,6870.6,100.0,No,Required Compliance,Complied,2024,530,187.3
39.94987048,-75.18127108,16406384,(PA2632) - One Riverside Condo (210 S 25th St),210 S 25th St,19103,1,2016,Multifamily Housing,3205,7271538.9,1334826.0,,,8.0,65.7,69.7,176.4,709.1,2666.3,93.0,No,Required Compliance,Complied,2024,304,104.1
39.95204295,-75.17088781,4978652,(PA2450) - Belgravia (1811 Chestnut Street),1811 Chestnut Street,19103,1,1903,Multifamily Housing,"9,293",2695384.4,642686.4,,,54.0,49.5,52.0,124.5,270.7,1885.3,79.0,No,Voluntary Compliance,Voluntarily Complied,2024,451,162.7
39.95065205,-75.17482769,5025694,Wanamaker House,2020 Walnut Street,19103,1,1983,Multifamily Housing,200,12522168.0,4673965.8,,,34.0,61.7,63.5,145.2,1347.3,11492.5,62.0,No,Voluntary Compliance,Voluntarily Complied,2024,362,130.3
39.95716851,-75.17632659,5001981,2201 Cherry Street,2201 Cherry St,19103,1,1988,Multifamily Housing,1115,1453065.1,,,,96.0,27.7,29.0,81.3,115.7,1144.5,94.0,07/14/2025,Required Compliance,Complied,2024,240,88.0
39.95992031,-75.16645031,9154260,Logan Lofts,1666 Callowhill St.,19130,1,1900,Multifamily Housing,1009,3435645.1,,,,76.0,35.4,35.4,99.2,273.7,4797.3,28.0,No,Required Compliance,Complied,2024,345,129.6
39.94842196,-75.17168381,5225745,Rittenhouse Savoy Owners Assn,1806 Rittenhouse Square,19103,1,1952,Multifamily Housing,401,4756779.7,13371951.7,,,39.0,72.6,74.9,111.6,1127.7,3246.9,88.0,No,Required Compliance,Complied,2024,474,170.4
39.95744781,-75.17765901,4992126,Rivers Edge Condominium Association,2301 Cherry St,19103,1,1982,Multifamily Housing,1087,5863180.8,2522523.6,,,86.0,34.9,37.6,83.8,601.0,7500.7,54.0,08/21/2018,Required Compliance,Complied,2024,225,81.9
39.9494861,-75.17326319,5037034,Council for Two Twenty West Rittenhouse Square,220 W Rittenhouse Square,19103,1,1957,Multifamily Housing,"4,770",6143588.7,8564331.9,,,2.0,103.7,109.1,190.8,994.1,4097.2,64.0,No,Voluntary Compliance,Voluntarily Complied,2024,413,148.0
39.96880067,-75.18057224,4951012,(PA2284) - 2601 Parkway Condos (2601 Pennsylvania Ave),2601 Pennsylvania Ave,19130,1,1940,Multifamily Housing,1177,18262528.5,3348043.3,,,64.0,42.7,45.7,115.1,1632.5,13288.2,76.0,No,Required Compliance,Complied,2024,150,62.5
39.95652126,-75.15758627,66103392,Grandview Condominiums,1100 Vine St,19107,1,2003,Multifamily Housing,"1,598",8635072.3,5175657.1,,,33.0,53.7,56.2,117.7,962.7,10748.0,9.0,No,Voluntary Compliance,Voluntarily Complied,2024,351,136.5
39.95515734,-75.15648699,4900860,(PA2492) - Bentwood Condos (1010 Race Street),1010 Race Street,19107,1,1916,Multifamily Housing,1407,2473416.8,1726244.9,,,56.0,71.6,74.3,152.0,308.8,4734.4,22.0,No,Required Compliance,Complied,2024,351,135.2
39.94856875,-75.17065681,4735240,Barclay,237 S 18th St.,,1,1929,Multifamily Housing,,14078355.2,13723319.2,,,3.0,98.2,103.4,195.6,1964.5,5522.1,95.0,No,Required Compliance,Complied,2024,548,193.3
39.94907329,-75.17362739,5018126,Dorchester Owners Association,226 W. Rittenhouse Square,19103,1,1963,Multifamily Housing,609,10562371.4,20166094.6,,,65.0,70.3,74.7,120.8,1912.4,22423.6,41.0,No,Required Compliance,Complied,2024,423,151.1
39.93909255,-75.14101924,4743540,CAMCO: Dockside Condominium Association,717 S. Columbus Blvd,19147,1,2001,Multifamily Housing,"43,331",11327481.9,5396079.8,,,85.0,39.5,41.2,90.2,1280.8,6436.1,94.0,10/12/2021,Voluntary Compliance,Voluntarily Complied,2024,46,19.7
39.95152054,-75.13910644,4988462,(PA2449) - Pier 5 COA (7 N. Columbus Blvd),7 N. Columbus Blvd,19106,1,1985,Multifamily Housing,17316,5337623.4,,,,95.0,26.0,26.0,72.7,468.5,5977.9,91.0,No,Required Compliance,Complied,2024,73,25.5
39.95826151,-75.15880839,33532246,Old Shoe Factory Condominiums,314 North 12th Street,19107,1,1900,Multifamily Housing,1460,1884010.9,2938053.7,,,48.0,80.4,85.7,145.3,306.1,2417.7,77.0,No,Required Compliance,Complied,2024,356,138.2
39.94724794,-75.15365057,4926791,(PA2418) - Ayer Condominium (210 W. Washington Square),210 W. Washington Square,19106,1,1929,Multifamily Housing,3401,7656527.6,7554176.4,,,1.0,120.6,125.1,237.5,1073.2,7470.3,6.0,No,Required Compliance,Complied,2024,309,117.5
39.95437673,-75.14515303,5026551,The WireWorks Historic Condominiums,301 Race Street,19106,1,1899,Multifamily Housing,885,2178312.9,,,,93.0,31.7,31.7,88.6,191.2,1652.8,92.0,No,Required Compliance,Complied,2024,188,65.4
39.95568758,-75.14532858,5865243,Bridgeview Place,315 New St.,19106,1,1990,Multifamily Housing,627,6293642.2,,,,66.0,47.5,51.2,143.2,552.4,4305.0,91.0,No,Required Compliance,Complied,2024,178,63.1
39.95476717,-75.16299819,5533988,National at Old City Condominiums,113 N. Bread St.,19106,1,2006,Multifamily Housing,1540,1797028.1,1382769.9,,,97.0,39.0,41.7,82.3,231.2,7779.0,8.0,No,Required Compliance,Complied,2024,419,155.2
39.94937801,-75.15515671,4392908,The Franklin Residences,834 Chestnut Street,19107,1,1925,Multifamily Housing,800,28353690.0,12607196.9,,,16.0,76.3,79.5,178.3,3158.1,18291.5,,No,Required Compliance,Complied,2024,359,133.5
39.95903547,-75.15971362,4898629,(PA2509) - Beaux Arts (1238 Callowhill Street),1238 Callowhill Street,19123,1,1909,Multifamily Housing,1010,2579202.5,,,,58.0,36.6,39.8,111.5,205.4,1415.3,73.0,No,Required Compliance,Complied,2024,355,139.4
39.94589932,-75.15863172,4992137,Strickland Condos,1014 Spruce St,19107,7,1815,Multifamily Housing,1127,1870275.7,3665590.2,,,55.0,69.4,74.0,119.0,358.8,4659.6,37.0,No,Required Compliance,Complied,2024,425,155.8
39.94610419,-75.14640468,23307135,Joseph Trout,285 St. James Place,19106,3,1963,Multifamily Housing,1201,228706864.7,33769997.1,,,100.0,0.3,0.4,0.9,21865.8,28245.5,100.0,No,Required Compliance,Complied,2024,178,63.6
39.96040561,-75.15941785,5216880,429 N. 13th Street,429 N. 13th Street,19123,1,1900,Multifamily Housing,919,920137.9,555989.4,,,100.0,24.6,25.4,53.6,110.3,573.8,100.0,No,Required Compliance,Complied,2024,295,117.7
39.94667548,-75.16402786,4721428,Center City One,1326 Spruce St,,1,1976,Multifamily Housing,,5706556.6,4800620.9,,,89.0,42.7,45.2,88.1,755.8,6127.3,70.0,09/27/2018,Required Compliance,Complied,2024,538,190.9
39.95264914,-75.14587553,33532240,315 Arch Flats,315 Arch Street,19106,1,1900,Multifamily Housing,9373,1946204.7,57661.2,,,87.0,33.4,34.6,95.2,158.1,247.6,100.0,No,Required Compliance,Complied,2024,207,71.7
39.95386022,-75.1608718,5032929,Arch Street Exchange Condominium,1230 Arch Street,19107,1,1912,Multifamily Housing,5170,1122786.7,784787.4,,,97.0,31.5,32.9,66.9,140.2,1361.0,79.0,No,Required Compliance,Complied,2024,410,152.3
39.94591025,-75.1523137,4992110,Hopkinson House,604 S Washington Square,19106,1,1963,Multifamily Housing,1700,11739474.0,14984730.0,,,100.0,34.3,36.2,64.4,1731.0,17226.1,93.0,03/31/2021,Required Compliance,Complied,2024,257,98.1
39.95581437,-75.15202153,4803406,(PA2414) - Metroclub Condominiums (201 N 8th St),201 N 8th St,19106,1,2005,Multifamily Housing,1738,6686287.8,1256132.0,,,88.0,47.4,49.4,122.0,653.5,7091.2,86.0,No,Required Compliance,Complied,2024,287,110.2
39.94999189,-75.16012821,11412230,The White Building,105 S. 12th St.,19107,1,1900,Multifamily Housing,,3505892.7,510464.8,,,,74.9,77.5,199.9,306.4,1344.2,76.0,No,Required Compliance,Complied,2024,414,153.5
39.95143603,-75.14221902,4803451,(PA2407) - Old City 108 Condominiums (108 Arch St.),108 Arch St.,19106,1,2004,Multifamily Housing,2556,2617314.5,643404.6,,,46.0,49.4,52.4,127.1,263.9,1842.8,83.0,No,Required Compliance,Complied,2024,101,35.4
39.9460674,-75.15085433,5002488,Independence Place Owners Association,241 S. 6th St.,19106,2,1981,Multifamily Housing,860,25835722.6,,,,50.0,38.9,40.8,114.3,2267.4,13218.3,81.0,No,Required Compliance,Complied,2024,244,92.4
39.95335535,-75.17767001,5029437,23 A Condominium,23 S 23rd Street,19103,1,2006,Multifamily Housing,1363,1396005.0,,,1889978797.9,1.0,13080.0,15372.2,18509.0,125614.3,3178.1,73.0,No,Required Compliance,Complied,2024,323,112.5
39.94884154,-75.16791649,4998799,The Lanesborough,1601 Locust Street,19102,1,1931,Multifamily Housing,3513,2007914.3,1380996.0,,,97.0,35.7,37.3,76.4,249.6,477.3,100.0,No,Required Compliance,Complied,2024,530,190.1
39.95406524,-75.15756625,5228183,1027 Arch Street Lofts in the Pitcairn Building,1027 Arch Street,19107,1,2001,Multifamily Housing,962,4482398.4,453815.5,,,29.0,46.5,47.8,124.1,417.5,3233.6,71.0,No,Required Compliance,Complied,2024,366,137.8
39.94915906,-75.14270249,62122394,22 South Front Street,22 South Front Street,19106,1,2011,Multifamily Housing,"1,100",3420871.3,439948.8,,,4.0,74.5,76.3,195.6,323.6,1099.6,94.0,No,Required Compliance,Complied,2024,102,36.5
39.94667548,-75.16402786,4721428,Center City One,1326 Spruce St,19107,1,1976,Multifamily Housing,"2,185",5706556.6,4800620.9,,,89.0,42.7,45.2,88.1,709.5,6127.3,70.0,09/27/2018,Voluntary Compliance,Voluntarily Complied,2024,538,190.9
39.95071152,-75.17297607,72563793,The Laurel,1911 Walnut Street,19103,1,2021,Multifamily Housing,"300,000",17361012.8,7399369.6,,,62.0,42.5,44.4,99.7,1775.8,7426.7,97.0,No,Required Compliance,Complied,2024,400,145.3
39.96230995,-75.1736596,35178115,2100 Hamilton,2100 Hamilton St,19130,1,2022,Multifamily Housing,2125,4657308.3,1159270.2,,,2.0,85.6,88.9,217.3,470.3,1335.3,91.0,No,Required Compliance,Complied,2024,172,65.3
39.94871989,-75.16676196,5036358,Chelsea Condo,1515 Locust Street,19102,1,1950,Multifamily Housing,1855,2157520.2,886748.6,,,,55.4,57.3,128.8,236.5,1523.6,,No,Required Compliance,Complied,2024,526,188.0
39.93572553,-75.15941193,6934780,Birchwood at Cedars Village,921 Ellsworth St,19147,1,2013,Multifamily Housing,"71,400",1867186.3,,,,58.0,35.0,36.3,101.6,163.9,1621.8,72.0,No,Required Compliance,Complied,2024,192,70.9
39.96960611,-75.14804511,58882993,Mt. Tabor Senior Cyber Village (M) TC: 973 North 7th Street,973 North 7th Street,19123,1,2008,Multifamily Housing,"59,095",1787041.8,480065.4,,,46.0,38.4,39.1,94.0,167.8,,,No,Required Compliance,Complied,2024,219,87.3
40.00067943,-75.21157025,27912622,Salvation Army Ivy Residence,4051 Ford Road,19131,1,1999,Multifamily Housing,"112,064",2578677.0,3202351.3,,,64.0,51.6,53.9,96.9,396.4,4302.8,57.0,No,Required Compliance,Complied,2024,34,13.5
39.9533886,-75.17717162,5026800,John Fox Towers,22 South 22nd Street,19103,1,1966,Multifamily Housing,"304,676",5881731.6,7515740.9,,,62.0,63.0,65.7,116.8,915.4,13027.7,,No,Required Compliance,Complied,2024,324,112.5
39.97471284,-75.14080756,6580209,561 Tajdeed,250 West Oxford Street,19122,3,2015,Multifamily Housing,"55,811",961627.9,2675397.5,,,87.0,61.3,67.2,99.0,218.7,6012.2,,No,Required Compliance,Complied,2024,202,78.6
40.02973528,-75.14473415,58882792,Lindley Court Apartments (M) TC: Building A,1300 Lindley Avenue,19141,1,2017,Multifamily Housing,"65,373",819006.3,,,,100.0,9.3,9.3,26.0,65.2,,,No,Required Compliance,Complied,2024,91,45.5
39.95797433,-75.17700676,4972681,Riverside Presbyterian Apartments,158 N. 23rd Street,19103,1,1981,Multifamily Housing,"115,719",3594883.3,3973492.6,,,55.0,65.4,68.2,125.4,497.4,6725.0,,No,Required Compliance,Complied,2024,226,82.4
39.94792224,-75.15933429,5029662,Washington Square West (wh84),220 S 11th Street,19107,1,1982,Multifamily Housing,37386,3139002.5,10309299.8,,,2.0,129.7,139.2,199.1,797.6,5607.5,39.0,No,Required Compliance,Complied,2024,415,152.7
39.98585261,-75.17857342,20839145,Nellie Reynolds Gardens: Nellie Reynolds Gardens,2663 West Glenwood Avenue,19121,1,2008,Multifamily Housing,"60,000",3953481.0,,,,1.0,65.9,67.2,188.1,314.9,7509.7,,No,Required Compliance,Complied,2024,177,89.5
40.01014383,-75.19707332,5913368,Falls Ridge,4349 Ridge Avenue,19129,1,2004,Multifamily Housing,"211,508",1139860.5,1284141.6,,,87.0,36.7,36.9,69.5,168.2,1638.7,41.0,No,Required Compliance,Complied,2024,27,11.1
40.04060789,-75.1884494,5049288,"NewCourtland Apartments at Cliveden, L.P.",315 West Johnson Street,19144,1,2009,Multifamily Housing,57209,2748630.3,1051174.9,,,4.0,66.4,66.8,154.2,274.76,2003.4,47.0,No,Required Compliance,Complied,2024,53,21.8
39.95204779,-75.22842828,5860811,Cobbs Creek: Cobbs Creek,5256 Larchwood Avenue,19143,1,1925,Multifamily Housing,1574,2662523.3,2705300.1,,,50.0,62.2,65.3,122.6,355.8,6267.8,32.0,No,Required Compliance,Complied,2024,159,73.5
39.98122558,-75.17185192,5889782,Bentley Hall: 1728 North Croskey Street,1728 North Croskey Street,19121,1,1995,Multifamily Housing,"54,845",3706472.7,4032310.3,,,1.0,141.1,148.0,273.6,509.4,3597.7,,No,Required Compliance,Complied,2024,224,106.3
39.98167619,-75.14855508,12898975,Transit Village,1950 North 9th Street,19122,10,2013,Multifamily Housing,"80,810",1182887.5,1279690.9,,,71.0,49.4,52.1,95.3,162.2,1466.3,,No,Required Compliance,Voluntarily Complied,2024,222,97.2
40.04958111,-75.189742,5889781,Emlen Arms: 6733 Emlen Street,6733 Emlen Street,19119,1,1996,Multifamily Housing,"101,844",3330104.5,7423903.3,,,93.0,32.7,33.4,93.6,265.2,9990.5,,No,Required Compliance,Complied,2024,56,22.3
39.97306274,-75.15283994,20839670,Harrison Plaza,1350 North 10th Street,19122,29,1956,Multifamily Housing,"318,611",4704247.2,15517388.4,,,91.0,63.5,70.6,100.0,1198.9,56900.3,,No,Required Compliance,Complied,2024,213,90.2
39.93031222,-75.18946775,4978775,St. John Neumann Place,2600 Moore Street,19145,1,2008,Multifamily Housing,"80,740",2166763.3,1387562.4,,,43.0,44.0,46.2,96.7,246.3,2739.2,32.0,No,Required Compliance,Complied,2024,125,52.9
39.96564581,-75.15609329,5889783,Gladys B. Jacobs: 1100 Fairmount Avenue,1100 Fairmount Avenue,19123,1,1999,Multifamily Housing,"68,030",1696334.1,972797.5,,,90.0,39.2,38.8,83.7,186.8,2108.4,,No,Required Compliance,Complied,2024,177,76.9
40.03404514,-75.18653162,5026795,Four Freedoms House of Philadelphia,6101 Morris Street,19144,1,1967,Multifamily Housing,"164,256",5071380.3,6165037.8,,,79.0,58.7,60.0,110.5,772.5,13393.1,,No,Required Compliance,Complied,2024,66,25.5
39.99159296,-75.11720136,11857786,Maguire Residence,1920 East Orleans Street,19134,1,2020,Multifamily Housing,"50,902",901681.7,336779.3,,,94.0,24.3,26.1,60.9,97.0,797.1,81.0,No,Required Compliance,Complied,2024,237,105.2
39.97233975,-75.14930371,15115902,Gloria Cazerez Residence,1315 N. 8th St,19122,1,2019,Multifamily Housing,"35,700",885336.5,444711.4,,,77.0,37.7,38.8,84.6,101.3,734.7,91.0,No,Voluntary Compliance,Voluntarily Complied,2024,223,91.8
39.97233975,-75.14930371,19153219,Peg's Place,1301 N. 8th St,19122,1,2021,Multifamily Housing,"102,690",502676.5,265772.2,,,100.0,22.9,23.7,52.3,58.2,539.1,97.0,No,Required Compliance,Voluntarily Complied,2024,223,91.8
39.98700103,-75.23167157,6149339,Wynne Senior,2001 N. 54th Street,19131,1,2017,Multifamily Housing,"56,530",1205268.6,251200.0,,,89.0,25.8,25.8,64.4,119.1,841.1,91.0,No,Required Compliance,Complied,2024,82,34.5
40.04049114,-75.14566288,20838148,Suffolk Manor: Suffolk Manor,1424 Clearview Street,19141,1,2003,Multifamily Housing,"115,000",3352713.1,7281900.0,,,23.0,92.5,98.0,153.9,653.8,6944.9,,No,Required Compliance,Complied,2024,97,43.8
39.99006895,-75.15491308,6369765,Ruth Williams House,2415 N. Broad Street,19132,1,2017,Multifamily Housing,"81,640",1019430.9,767320.1,,,100.0,35.6,36.1,74.3,130.2,1722.0,90.0,No,Required Compliance,Complied,2024,231,110.0
40.06611989,-75.04845349,5014096,Samuel Tabas Apartments fka Federation Apartments,2101 Strahle Street,19152,1,1974,Multifamily Housing,"180,784",9070025.8,2549815.3,,,61.0,54.5,56.1,135.8,932.0,13466.2,30.0,No,Required Compliance,Complied,2024,90,32.2
39.92981162,-75.18977052,6376854,St. John Neumann Place II - HG,2627 Mifflin St,19145,1,2017,Multifamily Housing,46688,1292828.8,424595.2,,,92.0,22.6,23.1,54.6,136.0,784.6,88.0,No,Required Compliance,Complied,2024,119,50.4
40.04968187,-75.14536706,5050013,Philip Murray House I,6300 Old York Road,19141,1,1967,Multifamily Housing,"119,855",14173797.5,2529388.7,,,6.0,76.0,79.6,202.3,1263.3,7409.2,75.0,No,Required Compliance,Complied,2024,116,50.6
39.97576609,-75.13197022,87990524,Neumann North,1741 FRANKFORD AVE,19125,1,1970,Multifamily Housing,118014,4364511.1,992142.0,,,25.0,45.4,45.6,111.5,400.33,2758.0,10.0,No,Required Compliance,Complied,2024,188,71.0
39.98309737,-75.18778932,5935853,Vernon House,3226 Clifford Street,19121,1,2005,Multifamily Housing,"55,985",1844390.7,1796525.9,,,21.0,65.0,68.6,131.2,257.3,1532.9,77.0,No,Required Compliance,Complied,2024,118,56.0
40.04252072,-75.18624238,4926233,Nugent Senior Apartments,221 W. Johnson Street,19144,1,2013,Multifamily Housing,"54,015",831137.8,,,,100.0,15.4,15.4,43.1,72.9,845.1,93.0,No,Required Compliance,Complied,2024,56,23.6
40.12086666,-75.01283002,5017217,Sidewater House,780 Byberry Road,19116,1,1998,Multifamily Housing,"54,396",768162.2,1979774.6,,,86.0,51.3,52.9,80.2,175.7,2769.6,21.0,No,Required Compliance,Complied,2024,6,3.1
40.00254861,-75.21240117,4870458,59900 - Park Tower: Park Tower,4001 Conshohocken Avenue,19131,1,1981,Multifamily Housing,"134,150",3333032.9,5015726.6,,,81.0,48.2,50.3,86.8,558.9,3547.2,71.0,No,Required Compliance,Complied,2024,29,10.8
39.96375372,-75.1694827,6235949,Spring Garden Apartments,1901 Spring Garden Street,19130,37,1870,Multifamily Housing,8152,2706117.7,9686161.2,,,8.0,111.0,111.2,159.5,752.0,7828.0,,No,Required Compliance,Complied,2024,163,66.0
40.00953362,-75.16305988,3111183,Ray Homes,2101 W. Venango St,19140,1,2011,Multifamily Housing,"39,155",914888.9,468569.1,,,90.0,35.3,36.4,80.5,105.2,2825.4,12.0,No,Voluntary Compliance,Voluntarily Complied,2024,129,63.1
40.0089026,-75.16404323,5013048,Venango House,2104 W. Venango St.,19140,1,1982,Multifamily Housing,"98,677",2155196.7,3761985.3,,,51.0,76.4,79.9,132.0,371.5,3655.3,45.0,No,Required Compliance,Complied,2024,131,64.6
39.94437592,-75.2436498,5927333,Bernice Arms,6000 Baltimore Ave,19143,1,1998,Multifamily Housing,"42,190",908151.5,1411468.2,,,77.0,55.0,57.5,98.5,154.7,1099.6,74.0,No,Voluntary Compliance,Voluntarily Complied,2024,66,29.1
40.02005919,-75.1569429,7379739,Nicetown Court I,4340 Germantown Avenue,19140,1,2011,Multifamily Housing,"66,766",1898824.2,561083.9,,,28.0,54.9,55.8,132.8,196.5,2394.1,51.0,No,Required Compliance,Voluntarily Complied,2024,127,66.0
39.9377551,-75.18120262,4138565,The Landreth,1201 S 23rd St,19146,1,1930,Multifamily Housing,"66,619",1363795.8,143838.6,,,93.0,22.6,22.8,60.1,127.3,1.5,100.0,No,Required Compliance,Complied,2024,279,101.7
40.01271588,-75.0985773,20989884,Carl Mackley Houses,1401 E Bristol St,19124,4,1935,Multifamily Housing,"268,565",4255125.4,7502227.3,,,8.0,166.4,171.6,283.9,737.4,9084.2,40.0,No,Required Compliance,Complied,2024,133,57.2
39.95294594,-75.15390658,4746470,Francis House of Peace,810 Arch St,19107,1,2015,Multifamily Housing,"76,455",2901533.1,1010807.4,,,36.0,71.1,73.5,173.0,308.3,3639.8,40.0,No,Required Compliance,Complied,2024,311,118.3
39.97392944,-75.14628653,5008458,VILLAS DE HACE,1426 N. 6TH STREET,19122,2,1992,Multifamily Housing,"27,000",488720.8,1115692.2,,,73.0,59.4,58.2,90.5,98.2,1434.9,44.0,01/19/2024,Voluntary Compliance,Voluntarily Complied,2024,223,88.9
39.98197531,-75.14519984,32423707,Jardines de Borinquen II,2016 Marshall Street,19122,1,2023,Multifamily Housing,"59,599",68267.3,71204.4,,,100.0,2.3,2.3,4.4,9.2,153.3,100.0,No,Required Compliance,Complied,2024,198,84.0
40.02066732,-75.17509789,20470853,Willow Court Apartments LLC - 549 W Manheim Street,549 W Manheim Street,19144,1,1948,Multifamily Housing,"65,000",1553777.0,6801969.8,,,84.0,48.4,48.5,67.4,497.7,486.4,100.0,No,Required Compliance,Complied,2024,66,28.1
39.95928027,-75.24695074,5026797,Walnut Park Plaza,6250 Walnut Street,19139,1,1921,Multifamily Housing,"192,373",4663787.0,10345931.1,,,69.0,58.5,63.4,98.5,958.8,16151.2,2.0,No,Required Compliance,Complied,2024,94,46.0
40.02217402,-75.17206871,20470846,Willow Court Apartments LLC - 430 W Manheim Street,430 W Manheim Street,19144,1,1948,Multifamily Housing,44400,1136963.7,3186550.8,,,75.0,52.5,52.8,80.5,269.0,1372.2,94.0,No,Required Compliance,Complied,2024,96,39.1
40.02147793,-75.17436328,20470851,Willow Court Apartments LLC - 507 W Manheim Street,507 W Manheim Street,19144,1,1935,Multifamily Housing,"79,488",2488300.2,2534592.5,,,94.0,31.7,32.3,62.6,353.0,10643.6,5.0,No,Required Compliance,Complied,2024,68,29.5
39.94133893,-75.18207705,6934790,Birchwood at Grays Ferry (St Anthony's),2309 Carpenter St,19146,15,1897,Multifamily Housing,0,1011832.0,1254500.0,,,99.0,34.1,34.1,62.4,147.2,1829.0,72.0,No,Required Compliance,Complied,2024,232,85.6
39.97798037,-75.16956759,49712693,Sharswood Ridge,2077 Ridge Avenue,19121,1,2022,Multifamily Housing,36561,5795851.6,,,,40.0,28.4,28.4,79.4,461.6,2410.6,78.0,No,Required Compliance,Complied,2024,222,103.2
39.95501202,-75.16420142,5904300,1425 Arch Street,1425 Arch Street,,1,1909,Office,,4855842.9,174699.8,,,64.0,55.8,56.1,153.3,435.5,1458.7,,No,Required Compliance,Complied,2024,425,157.4
40.03609192,-75.17351257,33155774,Philadelphia - Woodlawn St,33 E Woodlawn St,,1,2022,Self-Storage Facility,,578510.8,157800.0,,,,8.2,8.2,19.9,54.5,53.1,,No,Required Compliance,Complied,2024,118,50.7
39.93328903,-75.14301415,34522816,4866-841 S Christopher Columbus Blvd.,841 S Christopher Columbus Blvd.,19147,1,2020,Self-Storage Facility,,392861.6,3410137.9,,,,142.1,142.1,174.9,212.4,31.0,,No,Required Compliance,Complied,2024,103,38.5
40.04252018,-75.18075455,3989967,130104 - Germantown,6224 Germantown Ave.,19144,1,2005,Self-Storage Facility,"59,332",448514.5,263672.0,,,,12.0,12.6,26.7,49.7,6.2,,No,Required Compliance,Complied,2024,81,34.9
40.04442074,-75.1810447,36343559,Bickhams Lane Flat,6311 Germantown Ave,19144,1,2023,Multifamily Housing,"51,456",1528238.2,,,,76.0,30.5,30.5,85.4,134.1,0.0,100.0,No,Required Compliance,Complied,2024,74,31.900000000000002
39.93360155,-75.22036924,54829001,"7795- Philadelphia, PA - Paschall Ave",5601 Paschall Ave,19143,1,2020,Self-Storage Facility,"117,000",501850.0,246708.0,,,,5.2,5.2,11.5,53.1,14.3,,No,Required Compliance,Complied,2024,95,46.1
40.00709966,-75.18960814,54829204,6093-Philadephia - Ridge Ave,4002 Ridge Ave,19129,1,2020,Self-Storage Facility,"99,330",279995.5,397250.0,,,,8.6,8.6,15.2,43.4,77.3,,No,Required Compliance,Complied,2024,32,14.4
39.98702624,-75.11398202,3783067,"CRAMCO, INC. WEIKEL STREET BUILDING",2916 Weikel Street,19134,1,1930,Self-Storage Facility,"67,550",176429.0,,,,,2.6,2.6,7.3,14.1,,,No,Required Compliance,Complied,2024,218,93.7
40.02865646,-75.22890916,10018705,1860-Philadelphia - Leverington Ave,59 Leverington Ave,19127,1,2018,Self-Storage Facility,"72,000",424135.5,215747.0,,,,10.1,10.5,22.8,45.2,61.8,,No,Required Compliance,Complied,2024,26,10.5
39.97585014,-75.13907877,20782370,CubeSmart - #399 (1645 N American St),1645 N American St,19122,1,2019,Self-Storage Facility,"106,445",824647.1,401609.0,,,,18.1,20.3,43.4,87.0,2.7,,No,Required Compliance,Complied,2024,191,75.1
39.97250255,-75.15872414,3989968,130105 - Temple,1221 N. Broad Street,19122,1,2007,Self-Storage Facility,48000,319372.3,251265.9,,,,11.9,13.1,24.5,38.8,6.0,,No,Required Compliance,Complied,2024,231,100.0
39.97274454,-75.13656007,23342649,2047: 1400 N Howard,1400 N Howard St,,1,1935,Office,,1211358.0,,,,85.0,23.9,23.9,67.1,106.3,148.5,,No,Required Compliance,Complied,2024,188,70.8
